gene_id,REF
FUN_006639,
FUN_008828,1494-1494
FUN_015448,
FUN_002230,
FUN_009447,698-718
FUN_011041,"1213-1221,1243-1245,1279-1293,1722-1757"
FUN_000335,
FUN_016621,
FUN_007555,
FUN_005450,
FUN_012228,
FUN_001059,
FUN_012368,
FUN_001119,
FUN_001288,2291-2299
FUN_007784,
FUN_007415,
FUN_016761,562-568
FUN_009995,
FUN_005681,243-248
FUN_005510,483-484
FUN_002370,
FUN_005982,
FUN_009696,
FUN_009507,
FUN_000275,2038-2061
FUN_007887,
FUN_011101,
FUN_016862,
FUN_011290,
FUN_006779,
FUN_008968,
FUN_015699,
FUN_015508,
FUN_009600,1-3
FUN_009591,
FUN_005914,
FUN_002077,
FUN_011197,317-319
FUN_011206,
FUN_007811,
FUN_000172,
FUN_016466,
FUN_007712,
FUN_007483,
FUN_005617,
FUN_005586,
FUN_009903,
FUN_007652,
FUN_016526,
FUN_005757,540-542
FUN_009843,
FUN_009740,
FUN_002137,
FUN_005854,"2387-2395,3020-3025"
FUN_000032,
FUN_007951,
FUN_011346,"777-788,930-986,1060-1064"
FUN_009651,8059-8069
FUN_002026,
FUN_005945,
FUN_011257,
FUN_000123,
FUN_007840,"77-79,197-199,258-260,539-541"
FUN_016437,
FUN_007743,
FUN_005646,
FUN_009952,
FUN_007603,
FUN_007592,570-587
FUN_016577,
FUN_005706,
FUN_005497,
FUN_009711,
FUN_009480,106-122
FUN_005805,
FUN_002166,
FUN_007900,
FUN_000063,
FUN_011086,605-700
FUN_011317,
FUN_007421,460-461
FUN_016755,
FUN_005524,
FUN_003028,
FUN_010259,
FUN_004648,
FUN_002344,
FUN_000241,
FUN_016856,
FUN_011135,
FUN_002204,
FUN_002195,
FUN_009473,
FUN_011075,1725-1727
FUN_000301,
FUN_000090,
FUN_004499,
FUN_004708,752-754
FUN_003168,
FUN_010088,891-892
FUN_016584,
FUN_016615,
FUN_007561,
FUN_005464,
FUN_003079,
FUN_010208,
FUN_010199,227-228
FUN_007470,
FUN_016495,
FUN_016704,1250-1371
FUN_005575,
FUN_002315,
FUN_002084,2311-2319
FUN_009562,
FUN_000210,
FUN_000181,
FUN_011164,
FUN_016807,32-32
FUN_004588,
FUN_004619,
FUN_004759,
FUN_002255,
FUN_009422,
FUN_011024,
FUN_000350,134-261
FUN_016644,
FUN_007530,
FUN_005435,
FUN_003139,
FUN_010348,
FUN_001632,
FUN_010546,
FUN_003737,219-220
FUN_012443,
FUN_008140,
FUN_003834,
FUN_004157,
FUN_001931,
FUN_006052,
FUN_015363,
FUN_004017,
FUN_004386,
FUN_003974,"124-126,145-150,332-337"
FUN_010894,
FUN_006112,
FUN_006283,
FUN_001871,
FUN_010797,
FUN_010406,48-48
FUN_001772,2243-2254
FUN_012503,
FUN_003677,
FUN_008000,
FUN_008391,
FUN_002989,
FUN_011869,
FUN_001663,
FUN_010686,
FUN_010517,
FUN_003766,
FUN_012412,
FUN_008111,
FUN_008280,
FUN_002898,
FUN_011978,
FUN_004106,
FUN_004297,
FUN_003865,
FUN_015272,
FUN_006003,
FUN_006392,
FUN_001960,
FUN_010985,
FUN_015332,
FUN_003925,
FUN_004046,
FUN_001820,
FUN_006143,38-38
FUN_011838,
FUN_010457,
FUN_001723,
FUN_012552,467-470
FUN_003626,
FUN_008051,
FUN_015281,
FUN_003896,
FUN_004264,2364-2364
FUN_001993,
FUN_006361,
FUN_011519,
FUN_002768,
FUN_005299,
FUN_005108,
FUN_016379,
FUN_010675,353-358
FUN_001501,
FUN_001690,
FUN_008273,"1024-1026,1044-1046"
FUN_003404,
FUN_003795,
FUN_001441,
FUN_010735,
FUN_008333,
FUN_003544,
FUN_005048,
FUN_016239,
FUN_011459,
FUN_002628,
FUN_004324,
FUN_006221,"503-505,602-604,968-978"
FUN_010836,
FUN_011548,
FUN_002739,
FUN_004235,
FUN_010927,40-41
FUN_006330,
FUN_010624,
FUN_001550,
FUN_008222,
FUN_003455,"980-1009,1335-1337,1438-1449,1462-1472"
FUN_005159,
FUN_016328,"559-681,1164-1287"
FUN_005388,
FUN_005019,
FUN_016268,
FUN_001410,656-692
FUN_001781,
FUN_010764,
FUN_008362,"120-122,386-391,513-515"
FUN_003515,
FUN_003684,
FUN_003987,170-283
FUN_004375,
FUN_015390,
FUN_001882,
FUN_006270,"278-286,933-941"
FUN_010867,
FUN_011408,
FUN_011799,"1-4,583-585"
FUN_002679,
FUN_009309,
FUN_009098,
FUN_015306,
FUN_004072,
FUN_003911,
FUN_006177,
FUN_001814,
FUN_010463,
FUN_001486,
FUN_001717,
FUN_003583,
FUN_003612,1394-1399
FUN_008065,1836-1997
FUN_001657,
FUN_010523,
FUN_003752,
FUN_012426,
FUN_008125,977-979
FUN_003851,
FUN_004132,
FUN_015246,
FUN_001954,
FUN_006037,"567-575,1004-1004"
FUN_009249,
FUN_015357,
FUN_003940,
FUN_004023,
FUN_001845,1-1
FUN_006126,
FUN_009358,
FUN_010432,
FUN_001746,
FUN_012537,
FUN_003643,
FUN_008034,
FUN_001597,
FUN_001606,
FUN_010572,
FUN_003492,1-3
FUN_003703,
FUN_012477,
FUN_008174,"50-53,826-828"
FUN_009218,
FUN_009189,
FUN_004163,
FUN_003800,1428-1433
FUN_006066,
FUN_001905,
FUN_001424,
FUN_010750,
FUN_008356,
FUN_003521,
FUN_007128,
FUN_000748,
FUN_004341,
FUN_006244,
FUN_010853,
FUN_004190,"1347-1349,1996-1998,2015-2016"
FUN_004201,
FUN_010913,170-229
FUN_006095,
FUN_006304,
FUN_000608,559-562
FUN_000599,1006-1073
FUN_007068,216-220
FUN_010610,
FUN_010581,
FUN_001564,
FUN_008187,
FUN_008216,
FUN_012484,
FUN_003461,"3297-3411,4308-4308"
FUN_007179,
FUN_001475,
FUN_010701,
FUN_010490,
FUN_008096,
FUN_008307,"337-345,2784-2798"
FUN_003570,
FUN_004081,
FUN_004310,
FUN_006184,
FUN_006215,1143-1145
FUN_010802,
FUN_000719,
FUN_000488,
FUN_000659,
FUN_004250,
FUN_010942,
FUN_006355,
FUN_010641,118-119
FUN_001535,1-56
FUN_008247,
FUN_003430,
FUN_007039,
FUN_010952,
FUN_006345,
FUN_004240,
FUN_000649,
FUN_007029,
FUN_003420,
FUN_008257,
FUN_010651,1736-1738
FUN_001525,
FUN_003560,
FUN_008317,
FUN_008086,
FUN_001465,
FUN_010480,
FUN_010711,743-745
FUN_007169,
FUN_000498,322-322
FUN_000709,
FUN_006205,
FUN_006194,
FUN_010812,"571-573,1391-1503"
FUN_004300,
FUN_004091,
FUN_000589,
FUN_000618,
FUN_010903,
FUN_006314,
FUN_006085,
FUN_004211,
FUN_004180,
FUN_012494,
FUN_003471,
FUN_008206,
FUN_008197,
FUN_010591,
FUN_010600,147-149
FUN_001574,
FUN_007138,
FUN_003531,398-400
FUN_008346,
FUN_001434,
FUN_010740,
FUN_006254,
FUN_010843,
FUN_004351,
FUN_000758,
FUN_008164,
FUN_003713,
FUN_003482,
FUN_012467,
FUN_001616,
FUN_001587,
FUN_010562,
FUN_001915,
FUN_006076,
FUN_003810,"32-40,443-452"
FUN_004173,
FUN_009199,
FUN_009208,
FUN_009348,537-545
FUN_006136,
FUN_001855,"473-475,685-705"
FUN_015347,
FUN_004033,
FUN_003950,
FUN_008024,
FUN_012527,
FUN_003653,
FUN_010422,2210-2236
FUN_001756,
FUN_008135,
FUN_003742,
FUN_012436,160-162
FUN_001647,963-965
FUN_010533,
FUN_009259,"3515-3517,3612-3617"
FUN_006027,1614-1614
FUN_001944,
FUN_004122,
FUN_003841,
FUN_015256,
FUN_001804,
FUN_006167,
FUN_015316,
FUN_003901,
FUN_004062,
FUN_009088,
FUN_009319,
FUN_008075,
FUN_003602,
FUN_003593,
FUN_010473,
FUN_001707,
FUN_001496,
FUN_003694,
FUN_003505,
FUN_008372,
FUN_001791,
FUN_001400,
FUN_010774,
FUN_005009,
FUN_005398,
FUN_002669,
FUN_011789,
FUN_011418,
FUN_006260,
FUN_001892,
FUN_010877,"2195-2195,8679-8687"
FUN_004365,761-766
FUN_003997,
FUN_015380,
FUN_010937,
FUN_006320,
FUN_004225,
FUN_002729,
FUN_011558,
FUN_016338,
FUN_005149,
FUN_003445,
FUN_008232,"504-506,564-566,655-657"
FUN_010634,
FUN_001540,
FUN_016229,1556-1643
FUN_005058,
FUN_003554,
FUN_008323,
FUN_001451,457-572
FUN_010725,
FUN_006231,
FUN_010826,
FUN_004334,2836-2838
FUN_002638,
FUN_011449,
FUN_002778,
FUN_011698,
FUN_011509,984-986
FUN_010966,"289-324,736-795"
FUN_006371,
FUN_001983,
FUN_015291,
FUN_004274,
FUN_003886,
FUN_003785,
FUN_003414,
FUN_008263,606-614
FUN_010665,
FUN_001680,
FUN_001511,
FUN_016369,
FUN_005118,
FUN_005289,
FUN_006153,
FUN_001830,
FUN_015322,
FUN_004056,
FUN_003935,
FUN_008041,
FUN_012542,
FUN_003636,
FUN_010447,
FUN_001733,324-356
FUN_011828,
FUN_011968,
FUN_002888,
FUN_008290,
FUN_008101,
FUN_003776,
FUN_012402,
FUN_001673,
FUN_010507,
FUN_010696,
FUN_001970,
FUN_006382,
FUN_006013,
FUN_010995,
FUN_003875,28-30
FUN_004287,
FUN_004116,
FUN_015262,
FUN_010884,794-796
FUN_001861,
FUN_006102,
FUN_015373,
FUN_003964,1-6
FUN_004396,
FUN_004007,190-190
FUN_011879,
FUN_002999,
FUN_008381,
FUN_008010,
FUN_012513,
FUN_003667,"1552-1563,1890-1892"
FUN_010416,"907-909,929-958"
FUN_010787,
FUN_001762,
FUN_008150,
FUN_003727,
FUN_012453,261-284
FUN_001622,
FUN_010556,2219-2225
FUN_011939,
FUN_006042,
FUN_001921,
FUN_004147,
FUN_003824,681-689
FUN_011034,
FUN_000340,
FUN_009432,
FUN_002245,"535-537,897-950"
FUN_004749,
FUN_003129,
FUN_005425,
FUN_016654,
FUN_007520,
FUN_005565,
FUN_007460,
FUN_016714,
FUN_016485,
FUN_010189,
FUN_010218,
FUN_003069,
FUN_004609,1-18
FUN_004598,43-44
FUN_000191,536-538
FUN_000200,
FUN_016817,1282-1406
FUN_011174,"821-822,824-824"
FUN_009572,
FUN_002094,
FUN_002305,
FUN_004718,
FUN_004489,
FUN_011065,493-498
FUN_000080,
FUN_000311,
FUN_009463,
FUN_002185,
FUN_002214,
FUN_005474,
FUN_016605,"1977-1999,2360-2392"
FUN_016594,
FUN_007571,
FUN_010098,
FUN_010309,
FUN_003178,
FUN_010249,
FUN_003038,575-575
FUN_005534,
FUN_007431,
FUN_016745,
FUN_000251,
FUN_011125,"1-22,257-268,405-407"
FUN_016846,
FUN_009523,
FUN_002354,
FUN_004658,5921-5925
FUN_009802,
FUN_005487,"795-798,7068-7124,8084-8086,8307-8309"
FUN_005716,
FUN_007582,
FUN_007613,
FUN_016567,723-785
FUN_000073,1-1
FUN_007910,
FUN_011307,
FUN_011096,"2202-2204,2408-2417"
FUN_002176,
FUN_005815,
FUN_009490,
FUN_009701,493-495
FUN_011247,
FUN_007850,943-943
FUN_000133,
FUN_005955,
FUN_002036,
FUN_009641,
FUN_009942,55-60
FUN_005656,611-737
FUN_016427,
FUN_007753,
FUN_009853,271-296
FUN_005747,336-337
FUN_007642,422-424
FUN_016536,
FUN_007941,
FUN_000022,
FUN_011356,
FUN_005844,
FUN_002127,
FUN_009750,
FUN_011216,
FUN_011187,
FUN_000162,
FUN_007801,
FUN_002067,
FUN_005904,
FUN_009581,
FUN_009610,
FUN_009913,
FUN_005596,
FUN_005607,1447-1458
FUN_016476,
FUN_007493,
FUN_007702,"1105-1107,1147-1149"
FUN_005500,1217-1219
FUN_005691,
FUN_009985,
FUN_007405,
FUN_007794,
FUN_016771,
FUN_001298,
FUN_001109,
FUN_012378,
FUN_015518,
FUN_015689,874-968
FUN_008978,205-208
FUN_006769,
FUN_007897,
FUN_000265,
FUN_011280,
FUN_016872,
FUN_011111,
FUN_009517,
FUN_009686,
FUN_005992,58-62
FUN_002360,
FUN_011051,
FUN_000325,498-498
FUN_009457,
FUN_002220,200-203
FUN_015458,
FUN_008838,"446-446,2566-2674"
FUN_006629,"85-90,364-364"
FUN_001049,
FUN_012238,
FUN_005440,1306-1320
FUN_016631,
FUN_007545,"1214-1330,1935-1970"
FUN_001158,
FUN_012329,
FUN_005551,
FUN_007454,
FUN_016720,
FUN_000234,
FUN_011140,
FUN_016823,
FUN_009546,
FUN_002331,
FUN_015549,
FUN_008929,
FUN_006738,1167-1170
FUN_015409,
FUN_015798,588-588
FUN_008869,
FUN_006678,
FUN_011391,2653-2771
FUN_011000,"2893-2895,2970-2978,3092-3094"
FUN_007986,
FUN_000374,716-721
FUN_009406,
FUN_009797,
FUN_005883,
FUN_002271,
FUN_005411,
FUN_005780,
FUN_009894,
FUN_016660,
FUN_007514,
FUN_001389,
FUN_001018,
FUN_012269,
FUN_011222,
FUN_007835,
FUN_000156,
FUN_005930,
FUN_002053,
FUN_009624,
FUN_009927,"196-196,245-250"
FUN_005633,1-7
FUN_016442,
FUN_007736,
FUN_015928,
FUN_008548,
FUN_006988,
FUN_015868,1589-1666
FUN_008799,
FUN_008408,
FUN_009867,
FUN_005773,
FUN_007676,40-42
FUN_016693,
FUN_016502,
FUN_000016,
FUN_000387,
FUN_007975,
FUN_011362,
FUN_002113,
FUN_002282,
FUN_005870,
FUN_009764,
FUN_016881,
FUN_011273,
FUN_000107,
FUN_000296,
FUN_002002,
FUN_002393,
FUN_005961,
FUN_009675,
FUN_006899,
FUN_015979,
FUN_008688,
FUN_008519,
FUN_009976,
FUN_005662,
FUN_016782,
FUN_016413,
FUN_007767,
FUN_009836,
FUN_005722,564-615
FUN_007627,
FUN_016553,
FUN_015839,
FUN_008459,"406-489,1451-1453"
FUN_007924,"3348-3351,3377-3379,6565-6572,6995-6997,8188-8188,15938-15940,20745-20745"
FUN_000047,"1283-1283,1417-1417"
FUN_011333,
FUN_005821,
FUN_002142,
FUN_009735,
FUN_007747,
FUN_016433,
FUN_005642,1088-1090
FUN_009956,
FUN_008539,
FUN_015959,
FUN_009655,
FUN_005941,
FUN_002022,692-692
FUN_007844,
FUN_000127,
FUN_011253,514-523
FUN_009484,
FUN_009715,
FUN_002162,
FUN_005801,
FUN_011082,
FUN_000067,"858-871,1219-1221,1359-1364"
FUN_007904,
FUN_008479,1524-1526
FUN_015819,
FUN_016573,
FUN_007596,2548-2565
FUN_007607,
FUN_005493,
FUN_005702,
FUN_009816,
FUN_008568,
FUN_015908,
FUN_007487,
FUN_007716,
FUN_016462,
FUN_005582,
FUN_005613,
FUN_009907,
FUN_009595,
FUN_009604,
FUN_002073,
FUN_005910,
FUN_000176,
FUN_007815,494-496
FUN_011202,
FUN_011193,2509-2624
FUN_009744,
FUN_005850,
FUN_002133,
FUN_011342,
FUN_007955,5347-5349
FUN_000036,1770-1815
FUN_016522,
FUN_007656,
FUN_005753,
FUN_009847,
FUN_008428,
FUN_015848,
FUN_006718,
FUN_006489,
FUN_008909,1135-1135
FUN_015569,
FUN_002080,
FUN_002311,
FUN_009566,
FUN_016803,
FUN_011160,
FUN_000185,
FUN_000214,
FUN_016700,"1483-1492,1612-1613"
FUN_016491,
FUN_007474,
FUN_005571,
FUN_012098,
FUN_012309,
FUN_001178,
FUN_012249,
FUN_001038,
FUN_007534,
FUN_016640,
FUN_005431,
FUN_002251,
FUN_009426,1-119
FUN_000354,
FUN_011020,
FUN_006658,
FUN_008849,
FUN_002340,
FUN_009537,
FUN_011131,
FUN_016852,
FUN_000245,
FUN_006749,
FUN_008958,
FUN_015538,
FUN_012358,
FUN_001129,"1108-1110,3855-3969"
FUN_016751,
FUN_007425,
FUN_005520,983-986
FUN_007565,
FUN_016611,
FUN_016580,
FUN_005460,
FUN_012189,
FUN_012218,
FUN_001069,
FUN_006609,
FUN_006598,
FUN_008818,
FUN_015478,
FUN_002191,
FUN_002200,201-203
FUN_009477,
FUN_000094,
FUN_000305,
FUN_011071,
FUN_009770,
FUN_002107,
FUN_005864,
FUN_002296,
FUN_011376,
FUN_000002,
FUN_007961,
FUN_000393,125-127
FUN_004899,
FUN_016687,
FUN_016516,
FUN_007662,
FUN_005767,
FUN_009873,
FUN_007722,
FUN_016456,
FUN_005627,
FUN_009933,208-216
FUN_009630,"3314-3316,6580-6582,6638-6640,6939-6941"
FUN_005924,
FUN_002047,829-831
FUN_007821,
FUN_000142,1-1
FUN_011236,
FUN_009721,
FUN_005835,
FUN_002156,
FUN_011327,1-1
FUN_007930,
FUN_000053,
FUN_016547,
FUN_007633,
FUN_005736,
FUN_009822,
FUN_004988,
FUN_007773,
FUN_016796,
FUN_016407,
FUN_005676,
FUN_009962,
FUN_009661,
FUN_002016,"1-2,1020-1022"
FUN_005975,
FUN_002387,
FUN_000113,
FUN_007870,"562-563,1217-1225"
FUN_000282,
FUN_011267,
FUN_003158,
FUN_010329,
FUN_007551,
FUN_016625,
FUN_005454,
FUN_002234,
FUN_009443,"851-853,1012-1029"
FUN_000331,
FUN_011045,
FUN_004738,
FUN_004678,
FUN_002374,
FUN_005986,
FUN_009503,
FUN_009692,
FUN_016866,
FUN_011294,
FUN_011105,
FUN_000271,
FUN_007883,
FUN_016765,67-191
FUN_007411,
FUN_007780,
FUN_009991,
FUN_005514,"157-157,207-207"
FUN_005685,"27-35,525-534,1813-1827"
FUN_003389,
FUN_003018,
FUN_010269,
FUN_007500,
FUN_007691,
FUN_016674,
FUN_009880,
FUN_005405,
FUN_005794,
FUN_003298,
FUN_003109,
FUN_010378,
FUN_004769,
FUN_002265,
FUN_005897,
FUN_009412,
FUN_009783,
FUN_000360,
FUN_007992,"89-91,636-636"
FUN_011385,
FUN_011014,213-213
FUN_002325,
FUN_009552,
FUN_011154,
FUN_016837,
FUN_000220,
FUN_004629,
FUN_003049,
FUN_010238,
FUN_016734,
FUN_007440,
FUN_005545,
FUN_001742,
FUN_010436,
FUN_003647,
FUN_012533,
FUN_008030,
FUN_011859,
FUN_004027,
FUN_003944,
FUN_015353,
FUN_006122,
FUN_001841,
FUN_003804,
FUN_004167,
FUN_001901,
FUN_006062,514-520
FUN_010576,
FUN_001602,
FUN_001593,
FUN_012473,
FUN_003707,2070-2070
FUN_003496,2575-2583
FUN_008170,
FUN_011808,
FUN_001713,
FUN_001482,
FUN_010467,
FUN_003616,1838-1842
FUN_003587,"201-308,409-409,550-551"
FUN_008061,1232-1234
FUN_003915,
FUN_004076,
FUN_015302,
FUN_001810,
FUN_006173,
FUN_004136,28-28
FUN_003855,
FUN_006033,978-980
FUN_001950,
FUN_010527,
FUN_001653,
FUN_012422,"222-237,483-518"
FUN_003756,
FUN_008121,
FUN_011948,
FUN_011469,
FUN_002589,
FUN_002618,
FUN_004314,
FUN_004085,
FUN_010806,
FUN_006211,
FUN_006180,
FUN_010494,
FUN_010705,
FUN_001471,414-415
FUN_008303,
FUN_008092,2670-2681
FUN_003574,
FUN_005078,1529-1531
FUN_016209,
FUN_016198,
FUN_005138,2623-2623
FUN_016349,
FUN_001531,
FUN_010645,
FUN_008243,
FUN_003434,
FUN_004254,
FUN_006351,104-124
FUN_010946,
FUN_011529,
FUN_002758,
FUN_004345,
FUN_010857,
FUN_006240,
FUN_011438,
FUN_002649,
FUN_005029,
FUN_016258,
FUN_010754,
FUN_001420,
FUN_008352,
FUN_003525,
FUN_001560,
FUN_010585,186-186
FUN_010614,
FUN_008212,
FUN_008183,
FUN_003465,
FUN_012480,
FUN_005169,
FUN_016318,
FUN_016089,
FUN_011578,
FUN_002498,
FUN_002709,32-32
FUN_004205,
FUN_004194,1450-1453
FUN_006300,
FUN_006091,624-634
FUN_010917,
FUN_015276,
FUN_004293,
FUN_003861,
FUN_004102,"1343-1347,1390-1392"
FUN_010981,
FUN_006396,
FUN_001964,
FUN_006007,
FUN_009279,
FUN_000999,
FUN_010513,382-399
FUN_010682,
FUN_001667,
FUN_012416,
FUN_003762,
FUN_008284,
FUN_008115,
FUN_001727,
FUN_010453,
FUN_003622,2512-2514
FUN_012556,
FUN_008055,
FUN_004042,
FUN_003921,
FUN_015336,
FUN_006147,
FUN_001824,
FUN_009228,
FUN_004153,
FUN_003830,
FUN_006056,
FUN_001935,
FUN_010542,343-345
FUN_001636,351-353
FUN_012447,
FUN_003733,
FUN_008144,
FUN_000888,
FUN_001776,
FUN_010402,630-632
FUN_010793,
FUN_003673,
FUN_012507,358-358
FUN_008395,2477-2491
FUN_008004,
FUN_004382,92-93
FUN_003970,
FUN_004013,
FUN_015367,
FUN_006287,
FUN_001875,
FUN_006116,"656-658,2395-2400"
FUN_010890,
FUN_009368,
FUN_007058,"672-680,1312-1317,1354-1365,1607-1609"
FUN_001554,
FUN_010620,
FUN_008226,
FUN_003451,1058-1060
FUN_004231,19-21
FUN_006334,333-333
FUN_010923,
FUN_000638,856-877
FUN_000778,
FUN_015394,
FUN_003983,494-559
FUN_004371,
FUN_010863,1326-1335
FUN_001886,
FUN_006274,
FUN_010760,1006-1014
FUN_001785,
FUN_001414,
FUN_008366,
FUN_003680,
FUN_003511,
FUN_007118,
FUN_007289,
FUN_001694,"71-74,517-519"
FUN_001505,
FUN_010671,
FUN_008277,
FUN_003791,
FUN_003400,
FUN_007009,
FUN_007398,
FUN_000669,
FUN_003892,
FUN_004260,
FUN_015285,
FUN_001997,
FUN_006365,
FUN_010972,1240-1241
FUN_004320,
FUN_010832,1381-1382
FUN_006225,
FUN_000729,
FUN_007149,
FUN_010731,
FUN_001445,
FUN_008337,
FUN_003540,
FUN_000739,
FUN_010822,
FUN_006235,
FUN_004330,
FUN_003550,
FUN_008327,
FUN_010721,
FUN_001455,189-189
FUN_007159,569-571
FUN_007388,
FUN_007019,
FUN_003410,
FUN_003781,
FUN_008267,1729-1734
FUN_001515,
FUN_001684,
FUN_006375,
FUN_001987,
FUN_010962,
FUN_004270,
FUN_003882,
FUN_015295,
FUN_000679,
FUN_010873,451-453
FUN_006264,57-60
FUN_001896,
FUN_015384,
FUN_004361,
FUN_003993,91-91
FUN_000768,
FUN_007299,
FUN_007108,
FUN_003501,
FUN_003690,497-502
FUN_008376,
FUN_010770,
FUN_001404,649-662
FUN_001795,
FUN_003441,
FUN_008236,
FUN_001544,
FUN_010630,
FUN_007048,
FUN_000628,
FUN_006324,
FUN_010933,
FUN_004221,333-333
FUN_008014,
FUN_008385,
FUN_003663,10-13
FUN_012517,
FUN_001766,
FUN_010783,
FUN_010412,"1-9,258-260"
FUN_000898,
FUN_009378,
FUN_006106,
FUN_001865,
FUN_006297,"1161-1276,2330-2349"
FUN_010880,
FUN_004003,
FUN_003960,
FUN_004392,
FUN_015377,911-919
FUN_001925,
FUN_006046,
FUN_003820,745-787
FUN_004143,
FUN_009238,
FUN_008154,
FUN_012457,
FUN_003723,
FUN_010552,
FUN_001626,
FUN_008045,
FUN_003632,
FUN_012546,
FUN_001737,
FUN_010443,
FUN_001834,
FUN_006157,
FUN_003931,
FUN_004052,
FUN_015326,
FUN_009329,
FUN_009269,
FUN_010991,
FUN_006017,
FUN_001974,
FUN_006386,
FUN_015266,
FUN_004112,
FUN_003871,
FUN_004283,"504-527,532-534,2821-2823,3503-3520"
FUN_008105,
FUN_008294,
FUN_012406,
FUN_003772,
FUN_010692,
FUN_010503,2504-2506
FUN_001677,
FUN_000989,
FUN_016099,
FUN_016308,
FUN_005179,
FUN_003475,
FUN_012490,209-211
FUN_008193,
FUN_008202,
FUN_001570,
FUN_010604,
FUN_010595,
FUN_006081,
FUN_006310,
FUN_010907,
FUN_004184,
FUN_004215,
FUN_002719,472-474
FUN_002488,
FUN_011568,
FUN_002659,
FUN_011428,
FUN_010847,982-1104
FUN_006250,
FUN_004355,
FUN_003535,
FUN_008342,"49-109,122-136,139-157"
FUN_010744,
FUN_001430,419-430
FUN_016248,
FUN_005039,
FUN_003424,
FUN_008253,"259-275,279-292,523-523"
FUN_001521,
FUN_010655,"226-231,1401-1406,1483-1485"
FUN_016359,
FUN_005128,
FUN_002748,
FUN_011539,
FUN_006341,
FUN_010956,
FUN_004244,
FUN_010816,
FUN_006190,
FUN_006201,1924-1926
FUN_004095,
FUN_004304,
FUN_002608,
FUN_002599,2173-2293
FUN_011479,
FUN_016188,
FUN_016219,75-113
FUN_005068,
FUN_003564,875-877
FUN_008082,483-485
FUN_008313,
FUN_010715,
FUN_010484,
FUN_001461,
FUN_001940,74-82
FUN_006023,
FUN_015252,
FUN_003845,
FUN_004126,
FUN_011958,
FUN_008131,
FUN_012432,
FUN_003746,180-188
FUN_010537,
FUN_001643,
FUN_008071,
FUN_003597,
FUN_003606,
FUN_001492,
FUN_001703,
FUN_010477,707-712
FUN_011818,
FUN_006163,
FUN_001800,
FUN_004066,
FUN_003905,
FUN_015312,
FUN_006072,
FUN_001911,
FUN_004177,1246-1254
FUN_003814,
FUN_008160,
FUN_012463,
FUN_003486,"636-638,707-708"
FUN_003717,
FUN_010566,653-656
FUN_001583,
FUN_001612,
FUN_011849,"576-577,2163-2168"
FUN_008020,
FUN_003657,
FUN_012523,
FUN_001752,
FUN_010426,
FUN_001851,
FUN_006132,
FUN_003954,
FUN_004037,533-537
FUN_015343,
FUN_004639,
FUN_016827,"1-85,99-120,126-126"
FUN_011144,
FUN_000230,
FUN_009542,339-459
FUN_002335,
FUN_005555,
FUN_016724,1750-1850
FUN_007450,2078-2089
FUN_010228,
FUN_003059,1153-1154
FUN_010368,
FUN_003119,1469-1469
FUN_003288,
FUN_005784,625-625
FUN_005415,37-42
FUN_009890,
FUN_007681,
FUN_007510,
FUN_016664,
FUN_007982,
FUN_000370,
FUN_011004,
FUN_011395,
FUN_009793,
FUN_009402,
FUN_005887,
FUN_002275,
FUN_004779,
FUN_011115,
FUN_011284,
FUN_016876,
FUN_007893,
FUN_000261,
FUN_009682,
FUN_009513,
FUN_005996,
FUN_002364,
FUN_004668,
FUN_010279,
FUN_003008,
FUN_003399,
FUN_005695,
FUN_005504,
FUN_009981,
FUN_016775,
FUN_007790,
FUN_007401,
FUN_005444,
FUN_007541,
FUN_016635,
FUN_010339,
FUN_003148,
FUN_004728,
FUN_000321,1-3
FUN_011055,45-53
FUN_009453,
FUN_002224,
FUN_009972,"85-90,1376-1378"
FUN_005666,
FUN_007763,
FUN_016417,
FUN_016786,
FUN_004998,
FUN_000292,
FUN_007860,
FUN_000103,
FUN_011277,"1272-1289,1320-1331"
FUN_002397,
FUN_005965,1-11
FUN_002006,
FUN_009671,
FUN_011337,
FUN_000043,
FUN_007920,1168-1182
FUN_002146,
FUN_005825,
FUN_009731,
FUN_009832,
FUN_005726,
FUN_016557,
FUN_007623,2019-2024
FUN_009923,
FUN_005637,
FUN_007732,
FUN_016446,
FUN_000152,
FUN_007831,695-700
FUN_011226,
FUN_002057,3037-3060
FUN_005934,
FUN_009620,
FUN_011366,
FUN_000383,
FUN_007971,
FUN_000012,
FUN_002286,
FUN_005874,
FUN_002117,
FUN_009760,26-28
FUN_009863,"104-195,409-410"
FUN_016506,
FUN_016697,
FUN_007672,
FUN_004889,
FUN_001079,
FUN_012208,
FUN_012199,
FUN_005470,
FUN_007575,
FUN_016590,
FUN_016601,
FUN_000315,
FUN_000084,10124-10135
FUN_011061,453-467
FUN_009467,
FUN_002210,
FUN_002181,3062-3064
FUN_015468,
FUN_008808,
FUN_006588,
FUN_006619,
FUN_015528,
FUN_008948,212-213
FUN_006759,
FUN_016842,
FUN_011121,
FUN_000255,
FUN_009527,
FUN_002350,
FUN_005530,
FUN_016741,
FUN_007435,"1626-1637,2064-2072,3504-3504"
FUN_001139,
FUN_012348,
FUN_005421,
FUN_007524,
FUN_016650,
FUN_001028,
FUN_012259,
FUN_015439,
FUN_008859,
FUN_006648,
FUN_000344,
FUN_011030,
FUN_009436,
FUN_002241,
